0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
1.0,1.0,1.0,239167.0,-0.0007460468332283199,0.0008961998391896486,0.00040971909766085446,0.0009540443425066769,-0.0005603984463959932,-0.0015161746414378285,0.0012848092010244727,0.002429754240438342,-0.0013880727346986532,-0.001142859342508018,0.0005736498860642314,-0.0012125999201089144,-0.0007701450958848,0.0005412200116552413,3.689500954351388e-05,-0.0008143235463649035,0.0009918917203322053,-0.00024836286320351064,-0.0011827830458059907,-0.0025677226949483156,0.0008434576448053122,0.00045934534864500165,0.0017641143640503287,-0.00039823848055675626,3.927603756892495e-05,4.4601139961741865e-05,-0.0008397521451115608,0.00017338806355837733,-0.0013030102709308267,0.00012363445421215147,0.0005208694492466748,-0.000461343937786296,0.0008490748004987836,-0.0013473640428856015,-0.000748210761230439,0.0007887135725468397,0.0008703638450242579,-0.000707205617800355,-0.0005811899900436401,-0.0015295535558834672,-0.00015692283341195434,-0.0005980429705232382,-0.000983396195806563,-0.0001881582720670849,0.0009243114618584514,-0.00028567720437422395,-0.000937849166803062,-7.557015578640858e-06,0.0007058659102767706,0.0009863885352388024,-8.400636033911724e-06,-0.0003398508997634053,-0.0003786686866078526,-8.255145803559572e-05,1.2951313692610711e-05,-9.311770554631948e-05,0.0008150669164024293,-0.0006611304706893861,-0.001016756403259933,0.0009019491262733936,-5.470108590088785e-05,-8.215905108954757e-05,0.0006728720618411899,-0.0011088087921962142,-0.001095182029530406,0.0011939738178625703,0.00041444742237217724,0.0015329592861235142,-0.0016356795094907284,0.0008056214428506792,0.0001426124363206327,0.0011072405613958836,0.0008045991417020559,-0.00010938107152469456,0.0010391075629740953,0.0004685050807893276,0.0006491004605777562,0.00025290934718213975,-0.0008458649390377104,-0.0007817117148078978,-0.0008350519347004592,-0.00011235922283958644,-0.00018082499445881695,0.0012315871426835656,-0.000687077350448817,-0.00030971301021054387,0.0007707354961894453,0.00017220321751665324,0.000590191746596247,0.00032787193777039647,0.0011242630425840616,0.0005159457214176655,0.0001238035038113594,-0.00014041767281014472,0.002211027080193162,0.00123793410602957,6.677456985926256e-05,-0.0011786571703851223,0.0005122850998304784,0.00023126900487113744
